customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
06435fa0a5544ff137603f02baad47e3e4bdad4116a64ab41357af360c75204a,,,ACTIVE,,40.0,ba027d9798551426e2fd9639b1096907117554959ff0a778673ecb6b6f15201d
065b6d34be322eebf07ad2963fbc1bf4861e8588043de26bb0450a167b950f53,,,ACTIVE,NONE,55.0,6680f7ba9b08a6884ae4a0fa8c9d0c6cca05288488e55a5f6a88e7db67312da6
066b1d04da9fc53e272e5f42303eb43069bc59f401578a986010936333324330,,,ACTIVE,NONE,54.0,9f6238a30b6f3c3b7b34e466c6193af1d5eb2445cce2128edc12d0c6a82848d8
06c717d6c1a7c0a06802bce9b596676d636d4d3fd9d1d066a7866187049b080f,1.0,1.0,ACTIVE,Regularly,39.0,8bf2f2cb21c73217b6cf06c1a2ac465091d0388ea9064806a1ecb6cd5e5abc77
06d8e35048fd65b3581abe44c69fb97c0c105aada44c198564dd1243468f2da6,,,ACTIVE,NONE,27.0,cf436d4c7aeae900387e73aebd125593383170aa1451a44a18dd680cab70a285
06f29d7974fd8b01f8d88923374c4972b1713643400a9dac77712a0f1275b67e,1.0,1.0,PRE-CREATE,Regularly,51.0,57dc89183103ad8d35c2beb4ab8098f2866df530710c9d60f51971c40a8d0370
071ba51649f345894a944da3e9a0e3658299780f46a7fe89e03b221ac4a604e9,,,ACTIVE,NONE,49.0,d2e8eab2e76f9c0c71bdc7c17cbe3e60e82a45da4b1f963063cbb4c61d866e0c
0781e6d6187603e5afb19b9ef2d80434e3e4d1bff01d4250aed4ccddfb929cab,,,ACTIVE,NONE,53.0,dc81bfa6992060751ae1e2d232c57aed5d0bd9432c46126c1a36804d3d72801b
07e8fdfe914eb0404131fe02ea0c7ccf35982725e4673c60830acf7231af7fae,,,ACTIVE,NONE,31.0,3cafb84e70e6a678baf1967f1259a369e4ab59cf818ac453c7588530c807b996
08221bcc1b43964f5e80fba6d9ef6e7043af29b2b19fecd9afa6cab824b31a80,,,PRE-CREATE,NONE,,31980203015fb4c30993caf64e5c390c5c8165212141720504767f173ca965c9
088d8c88eef97ac7ee199426dd97069cc12e61970aa474ef38a9388ebe9a9e08,,,PRE-CREATE,NONE,49.0,752476893c4460b4eabbe35f580fce76866e17743351bfa7a72ab12b5539825e
089b8031f5c80243ad54c9f039d66d6f97270ad91f68df48403393e208b421b9,,,ACTIVE,NONE,28.0,e23d70b0bc25fbcc48eabb6bc2eb8f5e0d6f8781be1a48cf6d553ce53045f9e9
08af47069be4793cd1bb9d126e926253d800797c06a33450b5296554a0c93385,1.0,1.0,ACTIVE,Regularly,51.0,29a583d1ca8284c7bf99541e3385b2a03442356e5eb9d86b116c31fed71f95b3
08d4ed4e4fbcfb31e89019ee8b7c3e2050608509b6d3f41f2b0d45e38c889c17,,,ACTIVE,NONE,39.0,a8bb8949cc95c863addc7e0e4d4301f21f4105061b56c4d6244b18ec89a94d17
08fc05b9dcc6f874460daf33f583845d07407d03e6ef46d06a73a3c49fab814a,,,ACTIVE,NONE,67.0,aa8bded43987741c0a8f49975ec2d5098c605b55f7a3381a3a182cf4b19ea452
090b62f118df469f6aa00e5b1f5f7401a55d94419b7d78e1d89815548b197963,1.0,1.0,ACTIVE,Regularly,31.0,5103d29976929d426d0a85384800b7592cf140bb9e45e0e526196ee8fe055df0
0911281a6e2a431223caa626b57b087a275b3464f6d36d5bf0cbb657678aad88,1.0,1.0,ACTIVE,Regularly,33.0,ac60bad61e9fa28ddf0e7bb4a9159143716e9273034905c8d01eea206c923859
0989c375b9b06be9dc963ba01820794d810650939d60179ef5e5d715ef774e10,1.0,1.0,ACTIVE,Regularly,56.0,47b1f429d8db9c6e6733382f57f57b43c69cfcc59d9126fb6c795f04b83d7685
09a6ed7a9898d4687f933aad60cb6b464e2f5d7ccb4e3742cb373ecaa33c86f7,,,ACTIVE,NONE,33.0,299c7d094c714dbd9c5fbfc7aec0794ee853fd4801fef961354bfbfab829a857
09d325a797d36cb085887f3951a49580a0663614f4bdbb8e360fc9b0649a794a,,,ACTIVE,NONE,33.0,215cd9c7d9fc5886088d1068ec84ea81e9dbab7185cdc761e1e12648895f9e88
0a0ec51a34005b88512a0610735aebc3cd6a072f4b5680cba9b735e40b0e20d5,,,ACTIVE,NONE,26.0,b47df13b3b9e01a25f7d0cf622442cdb95e25effabf73d1c83d0179fd5effbcf
0a625310175198aca02d65607a0fe47d072168cacda0a7a7473f75afeedbce76,,,ACTIVE,NONE,25.0,6ee63a6f3bbe2c68a8e443efb95d420db2d33cbe99a85e184ec04171aa3cf7e8
0aa3f9669b793fbdfe56b27c17e5f013084ee125a8c9ae78ee6892ccf17ab715,,,ACTIVE,NONE,55.0,cc9034d6b3790c27d1193e3e8a10debe87c49eda4e4325a6df7504bae5224c27
0b036a6d310740f2d9e5c12c8d6d58bd167c237c64840f3e55673d58a2610f0b,1.0,1.0,ACTIVE,Regularly,45.0,ea9c9364ebf2b52efbd75a0769145668f352036acf83c56ed36d1ecb325d94fa
0b09406a8d895160438c71336ecc99d413017649ce27269aa4f973c780795588,,,ACTIVE,NONE,19.0,bd9d96ba46b166c2ef89db4a0e6bc7a6e2c4db90fc667a03504366f0997be849
0b631c43a38e5e5dae507e18e1574c2fb58986bd97052b827c513297e3d467e7,,,ACTIVE,NONE,32.0,4d1de22ac74fa0d560f152fc070c094f1fc3b0ec3d309a51f08d8e5d01c4300a
0bb1bda020823c8275baa82793fbce8c8d1245b2fdb91a0d7914b635a3b32c48,,,ACTIVE,NONE,37.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
0bb7b58ae5032e160bab1c24f60e3a24a6a1e97e078b9ca55af19dc2234546d3,,,PRE-CREATE,NONE,41.0,8b6a788c01b8b8bb25c969f1e8013429e6c82c11b15776f6041c3a4b53be7eda
0c34567c5fe014b6151bef8ad85c57de65e4701af2b7e6eb10d997e058697378,,,ACTIVE,NONE,33.0,77bad2a3b18a1dde2623e4375829d72a36a68de4fba4a5d954d7be080bd50c0f
0cfd6717a533ed27d5933474fd4f6ee68fdbc830c337a9783d027f73ee8c42a8,1.0,1.0,ACTIVE,Regularly,19.0,ea5adce7d5203f583abae6a3c82ed1dcb55b0389368f59a1223ee894a0dc6df4
0d120b98380008a0ebcae66b35310045e77a0abcbbbedd66724f23daf95ba3f4,,,ACTIVE,NONE,51.0,ca865c359e5746f40004c6c9aa767b2767ce48ef907665c11c12ce55338a5a19
0d720c9567ff22ea4fece440bc8523c68d53ae9903018ded5816d23c03cc1ee0,,,ACTIVE,NONE,49.0,f0b251ec3c43140f09e4feb97ec3d77971becfb1b718c410ed37cce09da4c9f1
0d8c3931b675632b4e1303fa1028296a9becb88547b3028bb944e4752bdeb4bd,,,PRE-CREATE,NONE,50.0,262592173529fd0bf0802d1b302a75cf722665d105180db0eae810b30a8fec1b
0d8e754d9af937f31a6091fcc75391b4afbe968b7c8a7941c8890b94f3eec02b,,,PRE-CREATE,NONE,25.0,57953089b89e222b5c2e38dfdbb4b0bfce0ae99e91a22e87a0812b766287b509
0def3b6eb30004b5b771229a642aaa09f75632658e79ed25f8d52787d205eeb7,,,ACTIVE,NONE,27.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
0e15374d8cb32768fda0899879b013f284c61cd996a8b08b88a1bae4c56a008e,,,ACTIVE,NONE,53.0,ebb0bb42ddb411c43d7c358ac9a60b26bbd0dc1024d38fa63c6b688c3b06e347
0e4d986c7b54788b33e9f5959f240bc86d5a9bf4bf087d948457016bc8567184,1.0,1.0,ACTIVE,Regularly,28.0,34c83b8c68261820cf82d0295a3200c92a310b761c7ea342e1b6f129ecc9ab2b
0e69103cfb45bd46fe1c0a60a5a423bfb26a004ea514d7ea91398ee34b8d50ef,1.0,1.0,ACTIVE,Regularly,23.0,d39f91c159f2ae848882ac64a195d99a821d571615d4c141e80e9615f48d4328
0e715fb654c4864071c055aceb2f455249d9336f044178c76c2a65b976fadc94,,,ACTIVE,NONE,44.0,92d35289376fdbd6d6e7a74d4f99a17038175d66285b9baa226c7e0639dabd0b
0f0c81851c349fd280e2ff43b050855bae65701dda7c65f3d6d34ded0b2af79f,,,ACTIVE,NONE,28.0,2b14bfc124f95ab01c8d43b2d98388ed9e519fa0277781b2bf3964ae27e6ea24
0f47baec09f91efffb46dbc882e43713dadada27cbf3f5ab6f50f3614605b305,,,ACTIVE,NONE,30.0,20214376c5ff85a8cbfd8021779e9860487d52aa1544cfa319c06fd9c290c243
0f7fc169cdae5aef31baea21b99d3ad3582384399904712a5ec4178ea848310b,1.0,1.0,ACTIVE,Regularly,27.0,56bae5dde30bd359830902611fb5b5296ca30bc4f3018b930e9a4e54c7955a83
0fae8d667f60adbeba7f2a7b8375dcfda36231f01ab6da06672dbb3fd0f063cf,,,ACTIVE,,40.0,cc8ed0f9ec3f85660edad648e7e18b9e7b4d6d5480c8a2018c8779b56a04130c
0fbd8456f69bb0672681cdbac6d2c875b521fee67971705937ce2d05523a4a08,,,ACTIVE,NONE,19.0,8d0d720a63911be89b4200a28306f4e595ac470f89e2d6146133958e54b0673d
0fea82845234d500c273a915e61ccfc4579fdcb894556de8db9876109848e5b7,,,PRE-CREATE,NONE,,295a02360f7c4bb522e973347637a0bfb5621ad8482ddc552e875d6e607cf215
0ffeed852ed7037bf0df701b33314105270c20f6c848d98f6c4926c16af8f012,,,ACTIVE,NONE,47.0,37a9637e632e128585c565943efd684d10f805717794b4fc611754384be08736
10577207d7f398de37e1cfbeb5850cdf691385f74de94de199ac53bd183356ee,1.0,1.0,ACTIVE,Regularly,24.0,1c1b958ee3144251afe06aece9d7d72eddb4ef160dd8d35990a2ae920926f6d6
10741ba007f2d61c59e298eb2b960eccb061a9e1ae276d7beb8ef18fb252e1a3,,,ACTIVE,NONE,55.0,e292e686cc090ef3d461867101c8787b63de9de5e4dba8e0a36b3e9a40705828
1084090ea6a68c2bb582144734d384b0ac5569014b585db92d8ab65fd4136f29,,,ACTIVE,NONE,62.0,ecaf642668de3e3e5511487d9b8d1f0cc12e0b176269e7084890b7afe4bb10bd
109070593e93e25ab28b6c8a42f4538de369d2bc308dacdd03ff2087d824f5eb,,,ACTIVE,NONE,37.0,2ba14b6a6cdfacc9b1385b011a0baf12882c14fc423feebebed9799b0fb8bf97
10f1cb2bc46cd79f8cc30630b56e4a55598690df1242cf5008e53fda73ef1424,,,ACTIVE,NONE,30.0,65f493260cc2f406dd7afba502563736b8ebe86e65923ef73f517ef225353f72
10fe7e18a91b53c9a35eb9cbf9d0fd73ed57f939111777ad647c1012f1257ca8,1.0,1.0,ACTIVE,Regularly,31.0,5c67aec2795083d6da10e7ad6e13df46850c80468e85509d78d2b998dab9b9ba
11350fd49e485014fe8a28e5db3c140317bc0e89ee252a7da0692d2527fa2ea9,,,ACTIVE,NONE,19.0,fbcf9273f946220fe51b70a322e9240e2ca21d26de2107b72d3343925adbb94d
11629229e3a936db81a6fa4f9254686fb87538b68d51318ab15bca369e44d4a4,1.0,1.0,ACTIVE,Regularly,71.0,ce6db18a76febd43cc91e7633fe51943b3672c1b58de8284f30d99e5fa7c25dc
119847f613ede34c32797c39ad6a379239ac2d6bae90eb761f71845c73143c55,1.0,1.0,ACTIVE,Regularly,55.0,2dc4cd6a583035a30229bce8bf8c1fe5e8778ce09ba960bb3f422aa55ef2c863
11f7d8393e770d29652c8102507618a9bd0baa7a3e27a7f701f6432f581f807f,,,ACTIVE,NONE,30.0,dfd06373381123b06fe539d8e941ee266c871a68bd3685f03e7b646af63fa650
13019e255942f8e3f07ecd027ca85a5ddf4941112222eb6867d5a633c71932ab,1.0,1.0,ACTIVE,Regularly,59.0,91e2d860a89f46b4e304aaedd66f1219662bcbb3c6ca00ee1a1b6018f82339a2
130d0b24b5da04fe757a261f4f6032b8d08217860a549deb9ad97c8e6d0101e0,1.0,1.0,ACTIVE,Regularly,20.0,7a05643e7b6b474ee3ea33d57c3496ca26462891679273e64fa0fe1854f95089
1340c4fb99910ca14e8693bca353fd25ed1c42546528bb11250a94920d45e202,1.0,1.0,ACTIVE,Regularly,50.0,1e4169391d44324ade29bd3e568c0a4221229efb24081236749a5089b334ab1f
138b9a9a609804429a97ce3b62a549c925d970ef2f2051c5a410988e772bb95e,1.0,1.0,ACTIVE,Regularly,21.0,c82471d36a0e1111761ff5117a739417a0d40bd4ea18a4c4b36798b4f38afb89
13ea80b6b4efcb6fb8e39d3532889f1def9f999a2ea0e1eabc95bb5ddb638673,1.0,1.0,PRE-CREATE,Regularly,27.0,86f1e97721dc3c97f47fc47880fa9334bebed03fbea373b79ead8c9e5343fe2e
142644aee5819e61b984c5ef66125560db9586f92df08d7bb18207b6b084430d,,,ACTIVE,NONE,26.0,ec8ed50452245eb733074ca33376b680cbe633ce806283912a33d7a5955a824d
147f3c25f685be537082f142cbd911c27e6d7a0c68afdf7f139868f37019f97c,1.0,,ACTIVE,Regularly,23.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
148e2a07b5bd49d985c67a0a56e0a045011eacdab83c0d80c3eb57a38428d5da,,,ACTIVE,NONE,54.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
14a505acb9c47ff11e98df1e3b41d5768e518bdba9046d6d201746496e9e6e91,,,ACTIVE,NONE,21.0,528382d7ec84e23e8c9edf6e008b609c6357ca2f78ffd076a7975961cb4bfd12
14e9900b515aaf24a1549716daf166e4639c9e0c045684b89a2b25fd56a25717,1.0,1.0,ACTIVE,Regularly,31.0,703e158f13675538bc50599b5f02015456081bf76cfb106c82eac60a676673f3
153c31dbc3b8d81c954ce78be1f7fe431b2dfaef2316c74e402252d2c5d67d96,1.0,1.0,ACTIVE,Regularly,17.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
158e9f7afad88f14c0917eb4df88bce6c3519dbd27ed6ded3986065909063bc1,,,ACTIVE,NONE,23.0,4d3cf67f5cdf027120a4dce8366e0dfadff254cb10b15bcf5a6d0f99ac9f047a
160bd66b11816b8155139f806815f3bedfbba3573cc4286b05115c0a630e7c6d,,,ACTIVE,NONE,45.0,fe0ad8c8b8efd6e7caf1f7057e3d7fd9265d159031b760e2140e16057a5031a6
16543f233e1e568777a434878e211d0f9e07861f2b10e8c8bb1e6c8dfff058f6,1.0,1.0,ACTIVE,Regularly,25.0,098f853510585f4e3c039a9971a23498e6f14f7920ef6c746cd7ed6c3401f146
165e2627293b3e3df1334dc4a421495eee9c1feddb6ed8757ad2716e8ce9c426,,,ACTIVE,NONE,24.0,d3d1952f6a7c6bfbfc9d3fedcc9181a833713819038d7d00a7920464d24b3c5c
167163711c395d68b9e9628f1e89c84b269ed068b507ccde284b5c565d3973a7,1.0,1.0,ACTIVE,Regularly,60.0,6dfdc42d34f0c9ca8813accc90368b80954d04f9ac7264f21a4f621b7d8485b8
1683e4b225978471a649151cfbede80e6df2f94197242cc4119d1dc3f08bd8dd,1.0,1.0,ACTIVE,Regularly,17.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
16957e838f8a784fa9914fa8254d7038d70254977820978f96d42a3534d5fd2d,,,ACTIVE,NONE,49.0,66f669c6024be3cff3e21eb1658ad52d7931cb06537daa7654b5f9ad771aa4bb
16e4e21748d6832eb6c59da8cbad486a1fb8ba1f55710c781b923faf6fe2420b,,,ACTIVE,NONE,20.0,64296f4a8bf2d9f2faa977ae1718c95097a5c5a12ff4941b5c633bdd14c81b52
16ed892bddddba3d77fce20ed56e12938c49a3a7f2bda01d8c9da43b5d04e043,,,ACTIVE,NONE,30.0,917103aa19efb27e83418068db9b329fccd9b4f6aa8b194d00f55d6366255aa1
16f7e407086ee0bd0be9e99b5e5bd6944db52a812ccadfe15421a2049b13c537,,,ACTIVE,NONE,30.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1739af4c60fe50d4848ce7df3777a22dd835e042b40df6b07597c79d7f91df90,,,ACTIVE,NONE,41.0,634d0d6dee9ac2923eff1391f4f9d733aeab8d6e67feb51e2147c1c1e7f2b83f
1750b0385a20767768c2d375b37d2c3d2433c3c2c82b94302dbb2f6ffc0077ce,,,ACTIVE,NONE,54.0,c4298740886ff2bddcd1249b277a1c3339274e29c63c39440531c0b1d9b0df46
1757a8e6d8fdc649142c5f149e94fefbe3a3206247593aa7b9afb6895bc735b5,1.0,1.0,ACTIVE,Regularly,26.0,9bf220cbe791dc6cb34615b9f9dc70a45ed9d7942a7a51d88ab9d3d50c0ce7fd
1765dc2af6919ed2cca929d924129f2677cd922bf0a84b55d29478cff385a442,,,ACTIVE,NONE,44.0,0133ee44a88da6a6e1759414516fac3a31b1326dead11fbc776b90f6afb12c96
17932f6af7b480d5ababb758941bcd9730a4cfb8b46e2699543460ed875a2c21,,,ACTIVE,NONE,56.0,94ee916d886657100f34b807757f92e4f92e61d2296019d967e44729d2cc9c75
184ff79f7f5c6cc1aae1a2365374e19a6d826e44431a001f36891a9ef4d36fbb,1.0,1.0,ACTIVE,Regularly,26.0,769e41b92a350aeff78fb99e4d4bb6ead3c43dbee4aad7aa8535cd7283e745ee
189145abc6bab0b05208c61597695a458784e1eac0fd86c7746c5b2da355f7b5,,,ACTIVE,NONE,30.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
18a89b1f342fa912407fd5101a972cce621d9d5477f66711635882b2a96db2fe,,,ACTIVE,NONE,42.0,cbfe632fade28eb7722826471dc7cc5f7d0d55f2c0d31f785dfb753a8fcb815f
18cbd68f00a154ba22e88a9b4e8edda4c9df35f5203b5692168ffc6b7e20d0fc,,,ACTIVE,NONE,20.0,c5c7136bd333fd101b70975f9caf009ac291fe666b528dab4fe465450ab4de69
19078e03f65f11d3942ba4ac2cd87be8eb34ade0b76332894f123f8e47474ffd,,,ACTIVE,NONE,28.0,fdecb805449decb4a7fca00f53927db5a00066e5dadc1c492eb32c7554400533
19124f99dea42fe79a63638aa8da1c1a5b5cbaa9c262fa35f9dacd1e7e43ef30,1.0,1.0,ACTIVE,Regularly,53.0,5707fd4815e03b6fc3dc96085e034db71e58f4a5c3838e43c13371c9a41be005
1a75318bce2b67a78e5a4a2f7af4af1f047a42e1a7d3cb9996859f66e6de650b,,,ACTIVE,NONE,28.0,e288a7eb53662bc20b5a9abf1ba70d9947c030370a5efc5884c3da7dd96be426
1a8108447836201be6751c34b28fcb2c19cb7b7a4336cef74162ae3ee9ca68d0,1.0,1.0,ACTIVE,Regularly,35.0,8a0d74e29467941d84d836bd9a1595a17bfd2fa866836667600abfb884b8fdcf
1a90e9da3f278eb0feeaef18b0855523f4c1246dac1bd1b82369eda196247cad,,,ACTIVE,NONE,54.0,6ca1ed8be129e47800a25ddfbb941001ec76d34eedd1c173f89d55ada3fe6285
1b714076616e9a680937682c673915394a855e5ed40fc21501ce9083578e78a9,,,ACTIVE,NONE,52.0,e0e74db2ea5b69f5dc1e4b6b779efa867e6ac1bb74660275f3fd4d81162a1501
1bbdc4d99f2e94a7f5f37ff1ad87b10be2e0b45c8d3e8014e7da3c0bdcadf977,,,ACTIVE,NONE,29.0,019690e3c680dc5a053089434cddb23a563f12413aeffd2137b110be005a00cb
1cd3689e5ceed3c6c566d9181d08214c52d63e539754cb5e6148431a7c54ebe0,,,ACTIVE,NONE,42.0,af90d8a993a90e332715b94c532cf2d4a9b9621aae8df0a8a56b649ac9d4f3a2
1d157302193380d394827de50182837453552721fe8aa9eeb945ffad7e5caa9c,,,ACTIVE,NONE,50.0,08d029857cde7017e423b51a0b4cfeb5f04063dcb07e42a4655f7f6aadc82b3e
1d239c82426d7e158ef8cc43cd16ae6ce3a9e4e70f3f9205aac6a4af17d1c1b5,,,ACTIVE,NONE,22.0,2de96da9ace30c9bbf358607a484b172f24f9619cccd2705c83ec43a7cc54dfb
1d663824deb6f75087975548cc2bcb6b9da049e986a4ed6c660bd7e80946fa0f,,,ACTIVE,NONE,30.0,4a451e53ff71f1c9d496f842549771f41d6be727555478e8d07f6c1a561398e1
1e14b7fd4c33df010fea249794ee34b5d524c192475808712a9f92ef8c92283a,,,ACTIVE,NONE,48.0,f5a60773888182fc54ca5af1ccd957676eb1a19d3da153723f673e7530736c5e
1ebb26a4b6c4f011addedf92a955bdfef922a5e951e7f8658ff2068be4e21e47,,,ACTIVE,NONE,42.0,c84cdbe7892999b2a0dc9cf4188a87e1a72e1a5f31f0ce8c68088438ac6d6273
1edd1298a1f75a4248adf7678efb197b2e6dd94c1bd37a67772938d3f55d4bd5,,,ACTIVE,,55.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1f055ee92337a22ba747770f105ec7053accba2f5674916f82ba73d70fc17454,,,ACTIVE,NONE,28.0,9de0abeaba456d978ff4db43bfd626838c1a975ccb89e6ef2dbab5c37bc27228
2027cb0c92aa021291808f92d6505acba4c923ca08950567115355b0fc8e3a89,,,ACTIVE,NONE,29.0,4f0ce43e49c4c33cecbc35076bdbf1f82fbe9929c652e31171e385af51c67599
20bf20f365bac0c0f181af6ace4f9480823802e677810316df87bcd18f842498,,,ACTIVE,NONE,49.0,cb8da0ae4395b2759938939f9ba833e39da330879ae6bc7c881a1705f9c448a3
20c550ce8164cefecf43e8f7620f367ddba6d5467e3a6d7b572f1ce7b3c82268,1.0,1.0,ACTIVE,Regularly,38.0,d2679516a3cb310d9074d3b8b41d33d8ce925a7d2d8c2474dd04c50b73dadb22
212930faebc9918fd03f895200efb73eaaefa5920667c4ef768883673ce6a791,,,ACTIVE,NONE,50.0,3a382f8e600b809593e22871a1a062c25a2556e8de5e56b82676223a1784afd2
2133a6a1d064db519d380cd3f6d55d50627853263469925b5d1eaf8d12880c12,,,ACTIVE,NONE,22.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
214d3f3b5c44b42327f820275b5afcc370fa2407da2c50bcd97c778270aa7479,,,ACTIVE,NONE,31.0,3fc0c111ee34da654485d13ecbe1ae6edd14066f3219ba91269f8ea3f5bd9c3b
2182f6349a91b89e35cdb8f18a007edefc19aed8dc3eedea7f9853cbf16da01d,1.0,,ACTIVE,Regularly,39.0,ddf36c66b23be9e7d63fc39028325017d544aa6e983b973519dae06bc052c432
2188d9992dce4cefa3f33924d08b9eb0089c72185864b8822ddb104d2af6e0d9,,,ACTIVE,NONE,39.0,adddaba35d00f50317abffbe01c2b0ca88a5fd50900e0ea0e9369fec9c843892
218be9e193ad627402fcff8f900d4c2ac0828e32df466fb65b4fb7e7e5074f79,,,ACTIVE,NONE,44.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
21a7a199eca87db6b1a6d9bc096feae81922011b8ee0f8cdbab8a2a5ae15d3d0,1.0,1.0,ACTIVE,Regularly,46.0,0543049c73b5c24b6fa3599bb88fe3a65d65d5350091773f22c796fb8b8f80c5
223cb016ff2c060c0212f0f9ce21fe88fbe652a220db850ce838d7ede1729188,,,PRE-CREATE,NONE,22.0,408dd0b84025b73c85aee39981e472997b7326768de40a9fbcfd403f0148344d
